,sending_celltype,receiving_celltype,interaction_score,ligand,receptor,interaction_name
5480,Mesothelial_expanding,cancer_expanding,0.00022440930937136597,Wnt4,Lrp6,Wnt4::Lrp6
5481,cancer_non_expanding,MonoMac_non_expanding,0.00022430571554325456,Sema3c,Nrp1,Sema3c::Nrp1
5482,cancer_expanding,cancer_non_expanding,0.00022409778430222452,Tnc,Sdc1,Tnc::Sdc1
5483,Ciliated cell_expanding,cancer_non_expanding,0.00022402522125310772,Thbs3,Itga3,Thbs3::Itga3
5484,Mac_non_expanding,Mac_non_expanding,0.00022397522393115705,Itgav,Adgre5,Itgav::Adgre5
5485,myCAF_expanding,cancer_expanding,0.0002235893816407549,Thbs2,Itgav,Thbs2::Itgav
5486,AT2_non_expanding,cancer_expanding,0.0002235828868320734,Col4a5,Itgav,Col4a5::Itgav
5487,cancer_expanding,cancer_non_expanding,0.0002235227519229229,Lamc1,Itga3,Lamc1::Itga3
5488,AT2_expanding,cancer_expanding,0.00022337995742883836,Sema3c,Plxna2,Sema3c::Plxna2
5489,AT2_expanding,AT2_expanding,0.00022316263098162744,Bmp4,Acvr2a,Bmp4::Acvr2a
5490,Club cell_non_expanding,cancer_expanding,0.0002231036524781199,Nrxn1,Nlgn1,Nrxn1::Nlgn1
5491,Mac_non_expanding,Ciliated cell_non_expanding,0.00022297580792249907,Ubash3b,Esr1,Ubash3b::Esr1
5492,Mac_non_expanding,cancer_expanding,0.0002229723920793048,Col4a4,Sdc4,Col4a4::Sdc4
5493,AT2_non_expanding,Mesothelial_expanding,0.0002227583284122286,Col6a1,Itgb8,Col6a1::Itgb8
5494,myCAF_non_expanding,AT2_expanding,0.00022251030557207332,Col6a3,Sdc4,Col6a3::Sdc4
5495,myCAF_expanding,cancer_expanding,0.00022245319102826957,Lamc1,Itgb1,Lamc1::Itgb1
5496,Mac_expanding,cancer_expanding,0.00022232683063089893,Lamc1,Itga2,Lamc1::Itga2
5497,Mac_expanding,cancer_expanding,0.00022219074018954706,Lamb3,Itga3,Lamb3::Itga3
5498,cancer_non_expanding,Mac_expanding,0.00022172319710603652,Gas6,Axl,Gas6::Axl
5499,cancer_non_expanding,Mac_non_expanding,0.0002216008104216076,Col4a3,Itga1,Col4a3::Itga1
5500,cancer_non_expanding,cancer_expanding,0.00022160028726271185,Sema4a,Plxnb2,Sema4a::Plxnb2
5501,cancer_expanding,Pericyte_expanding,0.00022155085551281805,Jag1,Notch3,Jag1::Notch3
5502,myCAF_non_expanding,Mac_non_expanding,0.00022149773708606156,Lama2,Itgb1,Lama2::Itgb1
5503,AT2_expanding,iCAF_expanding,0.00022114857733268503,Col4a3,Itgb1,Col4a3::Itgb1
5504,AT2_expanding,AT2_non_expanding,0.00022113212164372187,Dlk1,Notch2,Dlk1::Notch2
5505,Mesothelial_expanding,AT2_non_expanding,0.00022103910386818822,Fn1,Itgav,Fn1::Itgav
5506,cancer_expanding,iCAF_expanding,0.00022099691703084102,Lama3,Itgb8,Lama3::Itgb8
5507,Mac_non_expanding,Pericyte_non_expanding,0.00022097457949063297,Col4a4,Itga1,Col4a4::Itga1
5508,Endothelial_expanding,Mac_expanding,0.00022086630666682497,Tgfb2,Tgfbr2,Tgfb2::Tgfbr2
5509,iCAF_expanding,iCAF_expanding,0.00022069527782904853,Tenm3,Adgrl3,Tenm3::Adgrl3
5510,myCAF_expanding,AT2_non_expanding,0.00022066550287155298,Tnc,Sdc4,Tnc::Sdc4
5511,Alveolar Macrophage_expanding,myCAF_expanding,0.00022060548425182827,Lipa,Rora,Lipa::Rora
5512,Ciliated cell_expanding,AT2_expanding,0.00022057006342300934,Nrg1,Erbb3,Nrg1::Erbb3
5513,cancer_non_expanding,AT2_expanding,0.00022054765156756783,Wnt7a,Lrp6,Wnt7a::Lrp6
5514,Mac_expanding,Mac_non_expanding,0.0002203727967683563,Tgm2,Adgrg1,Tgm2::Adgrg1
5515,Endothelial_expanding,iCAF_expanding,0.0002201546486781651,Jam2,Itgb1,Jam2::Itgb1
5516,cancer_expanding,cancer_expanding,0.00022012941018520124,Itgav,Adgre5,Itgav::Adgre5
5517,myCAF_expanding,iCAF_expanding,0.0002200368875522901,Fn1,Itga8,Fn1::Itga8
5518,Mac_non_expanding,Mac_expanding,0.00022001379576272679,Nectin3,Pvr,Nectin3::Pvr
5519,AT2_expanding,Endothelial_expanding,0.00021997273144851694,Sema3c,Nrp2,Sema3c::Nrp2
5520,AT2_non_expanding,Mac_non_expanding,0.00021996197545058377,App,Cd74,App::Cd74
5521,cancer_non_expanding,cancer_expanding,0.00021987287005393176,Itgb1,Adgre5,Itgb1::Adgre5
5522,myCAF_expanding,cancer_non_expanding,0.00021981729745556113,Col1a1,Itga3,Col1a1::Itga3
5523,AT2_non_expanding,Mac_non_expanding,0.00021975846420295504,Lamc2,Dag1,Lamc2::Dag1
5524,Endothelial_non_expanding,cancer_non_expanding,0.00021971959863589563,Col4a2,Itgav,Col4a2::Itgav
5525,Mesothelial_non_expanding,cancer_expanding,0.00021969480059366047,Col6a3,Itga11,Col6a3::Itga11
5526,MonoMac_expanding,cancer_expanding,0.0002196412489172351,Fn1,Cd44,Fn1::Cd44
5527,cancer_non_expanding,myCAF_expanding,0.0002195822925476119,Bmp4,Bmpr2,Bmp4::Bmpr2
5528,myCAF_non_expanding,cancer_expanding,0.00021947072517035552,Lamb1,Itga3,Lamb1::Itga3
5529,AT2_expanding,Alveolar Macrophage_non_expanding,0.00021943517881608087,Icam1,Itgal,Icam1::Itgal
5530,Mac_expanding,Mac_expanding,0.0002194171463230204,Lamc1,Itgav,Lamc1::Itgav
5531,Mac_expanding,Alveolar Macrophage_non_expanding,0.00021929945509302173,F11r,Itgb2,F11r::Itgb2
5532,cancer_expanding,AT2_expanding,0.00021927551879884826,Col4a6,Itgav,Col4a6::Itgav
5533,cancer_expanding,Endothelial_expanding,0.0002191227897054613,Lpar1,Adgre5,Lpar1::Adgre5
5534,cancer_expanding,cancer_expanding,0.0002190281370067972,Tnc,Itgb6,Tnc::Itgb6
5535,Mesothelial_expanding,MonoMac_non_expanding,0.00021899287987254455,Ubash3b,Esr1,Ubash3b::Esr1
5536,AT2_non_expanding,Mac_non_expanding,0.000218886902706167,Lamc2,Itga1,Lamc2::Itga1
5537,Mac_non_expanding,cancer_expanding,0.0002188506238137097,Tenm4,Adgrl3,Tenm4::Adgrl3
5538,AT2_non_expanding,cancer_non_expanding,0.0002188011323818203,Lama5,Itgb1,Lama5::Itgb1
5539,Ciliated cell_expanding,AT2_expanding,0.00021872118894161976,Tnr,Itga9,Tnr::Itga9
5540,Club cell_non_expanding,cancer_expanding,0.00021851403379173566,Nrxn1,Nlgn2,Nrxn1::Nlgn2
5541,Endothelial_non_expanding,Mac_non_expanding,0.00021846231439568106,Icam2,Itgb2l,Icam2::Itgb2l
5542,cancer_expanding,myCAF_non_expanding,0.0002183720122397485,Col4a2,Itga1,Col4a2::Itga1
5543,MonoMac_non_expanding,cancer_expanding,0.00021832905137937226,Thbs1,Itga3,Thbs1::Itga3
5544,iCAF_expanding,iCAF_expanding,0.0002183065068180519,Frem1,Itgb1,Frem1::Itgb1
5545,Mac_expanding,Endothelial_non_expanding,0.00021822639781049382,Lamc1,Itga6,Lamc1::Itga6
5546,AT2_expanding,AT2_expanding,0.00021820046089997372,Lama5,Dag1,Lama5::Dag1
5547,iCAF_expanding,Ciliated cell_expanding,0.00021818583868685244,Fgf7,Fgfr2,Fgf7::Fgfr2
5548,cancer_expanding,AT2_expanding,0.00021798547404796353,Lamc1,Itgav,Lamc1::Itgav
5549,cancer_expanding,Mac_expanding,0.00021791795487688728,Cadm1,Nectin3,Cadm1::Nectin3
5550,cancer_expanding,Mac_non_expanding,0.00021790963300912514,Lama3,Cd44,Lama3::Cd44
5551,cancer_expanding,cancer_non_expanding,0.00021790710316717254,Lamc2,Itga3,Lamc2::Itga3
5552,Mac_non_expanding,Mac_non_expanding,0.00021766756028510038,Col4a2,Cd44,Col4a2::Cd44
5553,Alveolar Macrophage_expanding,Mac_expanding,0.00021759318369240463,Il18,Il18r1,Il18::Il18r1
5554,AT2_non_expanding,Mac_expanding,0.00021757186972362142,Bmp4,Bmpr2,Bmp4::Bmpr2
5555,cancer_non_expanding,Mac_non_expanding,0.00021742789101795277,Vegfa,Flt1,Vegfa::Flt1
5556,Mac_expanding,AT2_non_expanding,0.0002174219836094394,Sema3c,Nrp1,Sema3c::Nrp1
5557,Mac_expanding,cancer_non_expanding,0.00021729220586208612,Tenm4,Adgrl2,Tenm4::Adgrl2
5558,Mac_non_expanding,Pericyte_expanding,0.0002170918135326901,Fgf1,Fgfr1,Fgf1::Fgfr1
5559,AT2_expanding,cancer_non_expanding,0.00021697457667586026,Col4a5,Cd44,Col4a5::Cd44
5560,Mac_non_expanding,AT2_non_expanding,0.00021694236700615807,Col4a4,Itgav,Col4a4::Itgav
5561,myCAF_expanding,AT2_expanding,0.0002168932393831516,Lamb1,Dag1,Lamb1::Dag1
5562,Mesothelial_expanding,Mesothelial_non_expanding,0.00021663248999060844,Col1a1,Itgav,Col1a1::Itgav
5563,Mac_expanding,Alveolar Macrophage_expanding,0.0002166088687097238,Hc,C5ar1,Hc::C5ar1
5564,Mesothelial_expanding,AT2_non_expanding,0.00021653104765729503,Mmp2,Itgav,Mmp2::Itgav
5565,myCAF_non_expanding,AT2_expanding,0.00021636041008859692,Col4a1,Itga9,Col4a1::Itga9
5566,Endothelial_expanding,AT2_expanding,0.00021619648167548922,Lama3,Itga9,Lama3::Itga9
5567,AT2_non_expanding,Mesothelial_expanding,0.00021608944928823358,Col4a4,Itga11,Col4a4::Itga11
5568,AT2_non_expanding,AT2_expanding,0.00021604168932061072,Slc18a2,Htr2b,Slc18a2::Htr2b
5569,cancer_expanding,cancer_non_expanding,0.00021588800349321485,Bmp7,Acvr1,Bmp7::Acvr1
5570,AT2_non_expanding,Mac_non_expanding,0.00021587765607120448,Pros1,Mertk,Pros1::Mertk
5571,Mac_non_expanding,Mac_non_expanding,0.00021571223695876658,Col4a4,Adgrg6,Col4a4::Adgrg6
5572,Endothelial_expanding,myCAF_non_expanding,0.0002156895098795177,Vwf,Itgav,Vwf::Itgav
5573,cancer_expanding,myCAF_non_expanding,0.0002156375057763666,Flrt2,Adgrl3,Flrt2::Adgrl3
5574,AT2_non_expanding,Mac_non_expanding,0.0002153014857733356,Lama5,Itgav,Lama5::Itgav
5575,cancer_non_expanding,cancer_non_expanding,0.00021526290287647934,Nrg1,Itgav,Nrg1::Itgav
5576,cancer_non_expanding,Mac_non_expanding,0.00021521515998900137,Lama3,Cd44,Lama3::Cd44
5577,cancer_expanding,cancer_non_expanding,0.0002151778067435301,Col4a4,Itga3,Col4a4::Itga3
5578,Mesothelial_expanding,Mesothelial_non_expanding,0.00021502385133008572,Col4a6,Itgb8,Col4a6::Itgb8
5579,Mac_non_expanding,cancer_non_expanding,0.0002149900656153419,Cdh1,Itgb1,Cdh1::Itgb1
5580,cancer_non_expanding,iCAF_expanding,0.00021497792905799488,Pdgfb,Pdgfra,Pdgfb::Pdgfra
5581,Mac_expanding,Mac_expanding,0.0002149133703799302,Col4a1,Itgav,Col4a1::Itgav
5582,cancer_expanding,Mac_expanding,0.00021491041187908315,Col4a6,Cd44,Col4a6::Cd44
5583,cancer_expanding,cancer_expanding,0.00021486652750303756,Sema3a,Nrp1,Sema3a::Nrp1
5584,cancer_non_expanding,Mac_non_expanding,0.00021486274626267879,Sema3c,Plxna1,Sema3c::Plxna1
5585,Mac_expanding,cancer_expanding,0.00021484008449677516,Lama3,Cd44,Lama3::Cd44
5586,Mac_non_expanding,cancer_non_expanding,0.00021482465097513625,Lamc2,Itga6,Lamc2::Itga6
5587,AT2_non_expanding,Mac_non_expanding,0.00021482258654567863,Col4a2,Itgb1,Col4a2::Itgb1
5588,Ciliated cell_expanding,Mac_expanding,0.00021460896787953049,Icam2,Itgb2l,Icam2::Itgb2l
5589,Endothelial_expanding,myCAF_expanding,0.00021450252494946504,Tgfb2,Tgfbr2,Tgfb2::Tgfbr2
5590,Ciliated cell_non_expanding,Ciliated cell_non_expanding,0.00021439122702832095,Slc1a1,Grin2c,Slc1a1::Grin2c
5591,AT2_expanding,iCAF_expanding,0.00021425843026762778,Col4a1,Itgb8,Col4a1::Itgb8
5592,AT2_non_expanding,Mac_expanding,0.00021424856778065962,Vegfa,Flt1,Vegfa::Flt1
5593,Mesothelial_non_expanding,Mesothelial_expanding,0.00021422858076305124,Col4a1,Itgb8,Col4a1::Itgb8
5594,Pecam1+ Mac_expanding,cancer_expanding,0.00021417062590240978,Vwf,Itgav,Vwf::Itgav
5595,Pericyte_expanding,Endothelial_non_expanding,0.00021411784712649728,Sema3g,Nrp2,Sema3g::Nrp2
5596,cancer_expanding,Mac_expanding,0.00021407723381234824,Col4a4,Cd44,Col4a4::Cd44
5597,myCAF_non_expanding,cancer_non_expanding,0.0002140130141037909,Nrxn1,Dag1,Nrxn1::Dag1
5598,Mesothelial_expanding,AT2_expanding,0.00021401248896580778,Thbs1,Cd36,Thbs1::Cd36
5599,myCAF_non_expanding,Mac_non_expanding,0.00021391392269947974,Lama4,Itgb1,Lama4::Itgb1
5600,Mac_expanding,AT2_non_expanding,0.00021385315309541245,Col4a2,Sdc4,Col4a2::Sdc4
5601,AT2_expanding,AT2_expanding,0.0002138146402538945,Col4a5,Sdc4,Col4a5::Sdc4
5602,cancer_non_expanding,AT2_expanding,0.0002137748488719634,Col4a5,Sdc4,Col4a5::Sdc4
5603,myCAF_non_expanding,cancer_expanding,0.0002136981045550711,Col1a2,Itga11,Col1a2::Itga11
5604,iCAF_expanding,iCAF_expanding,0.00021367821137085406,Lama2,Itgb1,Lama2::Itgb1
5605,Mesothelial_expanding,cancer_non_expanding,0.00021346102199255117,Tgfb3,Tgfbr2,Tgfb3::Tgfbr2
5606,cancer_non_expanding,Mac_expanding,0.0002129690770751265,Vegfa,Flt1,Vegfa::Flt1
5607,iCAF_non_expanding,cancer_non_expanding,0.0002129661358045718,Lama4,Itga6,Lama4::Itga6
5608,Alveolar Macrophage_non_expanding,Mac_non_expanding,0.00021267312805562847,App,Cd74,App::Cd74
5609,Endothelial_expanding,cancer_non_expanding,0.00021263172135318044,Tgfb2,Tgfbr1,Tgfb2::Tgfbr1
5610,cancer_expanding,iCAF_expanding,0.00021262915154375892,Pdgfa,Pdgfra,Pdgfa::Pdgfra
5611,AT2_expanding,cancer_expanding,0.00021252333389671485,Lamc2,Itga2,Lamc2::Itga2
5612,Mac_non_expanding,cancer_non_expanding,0.00021248321688012916,Tgm2,Adgrg1,Tgm2::Adgrg1
5613,cancer_expanding,Mac_expanding,0.0002124784160044903,Lamb1,Itga7,Lamb1::Itga7
5614,cancer_expanding,cancer_non_expanding,0.00021244034152670204,Col6a2,Itgb1,Col6a2::Itgb1
5615,cancer_non_expanding,AT2_expanding,0.00021226637883949769,Sema4a,Nrp1,Sema4a::Nrp1
5616,Mesothelial_non_expanding,Mac_non_expanding,0.00021221182980417336,Aldh1a1,Rxra,Aldh1a1::Rxra
5617,cancer_expanding,iCAF_expanding,0.00021208451653516287,Col4a3,Itgb8,Col4a3::Itgb8
5618,cancer_non_expanding,Mac_expanding,0.00021208369878668442,Itgb1,Adgre5,Itgb1::Adgre5
5619,myCAF_non_expanding,iCAF_expanding,0.00021198607041239862,Col1a1,Itgb8,Col1a1::Itgb8
5620,Mac_non_expanding,cancer_non_expanding,0.00021156986022355067,Itgav,Adgre5,Itgav::Adgre5
5621,Alveolar Macrophage_non_expanding,Mac_non_expanding,0.00021149638570225408,Tgfb1,Tgfbr1,Tgfb1::Tgfbr1
5622,cancer_expanding,iCAF_expanding,0.000211437373963504,Angptl4,Sdc2,Angptl4::Sdc2
5623,iCAF_non_expanding,Mesothelial_expanding,0.00021143217500898707,Lamb1,Itgb8,Lamb1::Itgb8
5624,Alveolar Macrophage_non_expanding,MonoMac_non_expanding,0.0002114227743347125,Sirpb1b,Cd47,Sirpb1b::Cd47
5625,AT2_non_expanding,cancer_non_expanding,0.00021140446509549618,Bmp5,Bmpr1a,Bmp5::Bmpr1a
5626,cancer_expanding,Mesothelial_expanding,0.00021130725590569693,Bmp7,Bmpr1b,Bmp7::Bmpr1b
5627,AT2_non_expanding,AT2_expanding,0.00021128460751722398,Npnt,Itgb1,Npnt::Itgb1
5628,cancer_non_expanding,AT2_expanding,0.00021123030513723652,Lamb3,Dag1,Lamb3::Dag1
5629,cancer_expanding,Mac_expanding,0.00021122356298770753,Sema3c,Nrp2,Sema3c::Nrp2
5630,cancer_non_expanding,Mac_non_expanding,0.0002110963411608447,Lamc1,Cd44,Lamc1::Cd44
5631,Mac_expanding,cancer_expanding,0.00021099649802711951,Slc1a3,Grik5,Slc1a3::Grik5
5632,myCAF_expanding,cancer_expanding,0.00021087147505043964,Thbs2,Itga3,Thbs2::Itga3
5633,cancer_non_expanding,Endothelial_non_expanding,0.00021069263477166143,Jag1,Notch4,Jag1::Notch4
5634,cancer_expanding,iCAF_expanding,0.00021066948302721832,Lamb3,Itgb8,Lamb3::Itgb8
5635,iCAF_expanding,Mac_expanding,0.0002106011650625221,Fgf10,Fgfr2,Fgf10::Fgfr2
5636,cancer_non_expanding,Pericyte_expanding,0.000210589303274509,Col4a5,Itga1,Col4a5::Itga1
5637,cancer_non_expanding,Mac_expanding,0.00021058141550505752,Lamb3,Itga7,Lamb3::Itga7
5638,cancer_non_expanding,cancer_expanding,0.00021047308375706983,Sftpd,Adgre5,Sftpd::Adgre5
5639,Mac_expanding,Mac_expanding,0.00021013176471002367,Cdh1,Itgae,Cdh1::Itgae
5640,cancer_expanding,myCAF_expanding,0.00021002321676082326,Lrrc4,Ntng2,Lrrc4::Ntng2
5641,myCAF_non_expanding,Mesothelial_non_expanding,0.0002100045271953173,Aldh1a2,Rarb,Aldh1a2::Rarb
5642,Mac_non_expanding,MonoMac_non_expanding,0.00020995894057670728,Gas6,Mertk,Gas6::Mertk
5643,AT2_expanding,myCAF_non_expanding,0.0002099355018328083,Il33,Il1rap,Il33::Il1rap
5644,Endothelial_non_expanding,Pericyte_non_expanding,0.00020967278497769815,Sema7a,Itga1,Sema7a::Itga1
5645,AT2_expanding,cancer_expanding,0.00020957703291241936,Col4a5,Itga2,Col4a5::Itga2
5646,Mac_expanding,cancer_expanding,0.00020945604128804265,Col4a1,Itga2,Col4a1::Itga2
5647,Pecam1+ Mac_expanding,AT2_non_expanding,0.0002093312587960783,Jam2,Itgav,Jam2::Itgav
5648,Mesothelial_expanding,myCAF_expanding,0.0002091920996618759,Col6a3,Itga1,Col6a3::Itga1
5649,Endothelial_expanding,Mac_expanding,0.00020915483034023886,Tgfb2,Tgfbr1,Tgfb2::Tgfbr1
5650,cancer_expanding,AT2_expanding,0.00020909050207370107,Bmp5,Acvr1,Bmp5::Acvr1
5651,cancer_non_expanding,Mac_expanding,0.0002088774983467037,Gdnf,Ret,Gdnf::Ret
5652,AT2_expanding,Pecam1+ Mac_non_expanding,0.00020884026446102945,Vegfa,Flt1,Vegfa::Flt1
5653,cancer_non_expanding,Alveolar Macrophage_non_expanding,0.00020868293438084046,Col4a2,Cd44,Col4a2::Cd44
5654,Mesothelial_non_expanding,cancer_expanding,0.00020868220160218624,Pros1,Axl,Pros1::Axl
5655,iCAF_expanding,Endothelial_expanding,0.00020864719689188803,Col1a2,Itga1,Col1a2::Itga1
5656,MonoMac_non_expanding,cancer_expanding,0.00020861290559252428,Spp1,Itgb1,Spp1::Itgb1
5657,AT2_expanding,iCAF_expanding,0.00020860021759049489,Col6a2,Itgb1,Col6a2::Itgb1
5658,cancer_expanding,myCAF_non_expanding,0.00020855804350162796,Cadm1,Nectin3,Cadm1::Nectin3
5659,cancer_expanding,AT2_non_expanding,0.00020852928377648394,Col6a1,Itgav,Col6a1::Itgav
5660,Mac_non_expanding,cancer_expanding,0.00020843324503506727,Angpt2,Itga5,Angpt2::Itga5
5661,iCAF_expanding,iCAF_expanding,0.00020838237482457013,Aldh1a1,Rxra,Aldh1a1::Rxra
5662,AT2_non_expanding,cancer_expanding,0.00020823166434997577,Bmp4,Bmpr2,Bmp4::Bmpr2
5663,cancer_expanding,MonoMac_non_expanding,0.00020817640964505658,Angptl2,Tlr4,Angptl2::Tlr4
5664,cancer_expanding,Endothelial_expanding,0.00020817433259807478,Sema3a,Nrp1,Sema3a::Nrp1
5665,AT2_expanding,cancer_non_expanding,0.00020761765302316343,Gdnf,Ret,Gdnf::Ret
5666,cancer_expanding,Mac_expanding,0.00020745319068086603,Itgav,Adgre5,Itgav::Adgre5
5667,Mac_expanding,Mac_expanding,0.00020735134583762025,Fn1,Itgav,Fn1::Itgav
5668,Mac_expanding,cancer_non_expanding,0.00020719546371497307,Lamb3,Itgb1,Lamb3::Itgb1
5669,cancer_expanding,Mac_expanding,0.00020712266318494363,Cdh1,Itgae,Cdh1::Itgae
5670,Mesothelial_expanding,MonoMac_expanding,0.00020708289227814355,Tenm3,Adgrl3,Tenm3::Adgrl3
5671,cancer_expanding,cancer_expanding,0.0002070196836814043,Col6a2,Itga2,Col6a2::Itga2
5672,cancer_expanding,MonoMac_expanding,0.00020697366262149714,Angptl2,Pirb,Angptl2::Pirb
5673,AT2_non_expanding,AT2_non_expanding,0.00020679701717772394,Col4a5,Itgav,Col4a5::Itgav
5674,cancer_expanding,Pericyte_expanding,0.00020677488280908263,Col6a1,Itga1,Col6a1::Itga1
5675,AT2_non_expanding,Mac_expanding,0.00020668200253816073,Slc1a3,Grm3,Slc1a3::Grm3
5676,cancer_expanding,AT2_expanding,0.00020667958302009783,Flrt3,Adgrl2,Flrt3::Adgrl2
5677,Mac_non_expanding,AT2_expanding,0.0002066612269339648,Lama5,Itgav,Lama5::Itgav
5678,cancer_expanding,Mac_expanding,0.0002066354618635158,Aldh1a3,Rara,Aldh1a3::Rara
5679,AT2_non_expanding,cancer_non_expanding,0.0002064590015913254,Areg,Erbb2,Areg::Erbb2
5680,cancer_expanding,Endothelial_expanding,0.00020645141249543814,Fn1,Itga3,Fn1::Itga3
5681,AT2_expanding,cancer_expanding,0.00020616058011380806,Bmp4,Acvr2a,Bmp4::Acvr2a
5682,cancer_expanding,myCAF_expanding,0.00020612078009306977,Bmp5,Acvr2a,Bmp5::Acvr2a
5683,myCAF_expanding,AT2_non_expanding,0.0002060155481381572,Lama2,Cd44,Lama2::Cd44
5684,Ciliated cell_expanding,Ciliated cell_expanding,0.0002058091489423353,Slc1a1,Grin2d,Slc1a1::Grin2d
5685,AT2_expanding,myCAF_expanding,0.00020575777100433767,Npnt,Itgb1,Npnt::Itgb1
5686,Mac_expanding,cancer_non_expanding,0.0002056381713723366,Sema4a,Plxna2,Sema4a::Plxna2
5687,myCAF_expanding,cancer_non_expanding,0.00020555653038281988,Lamb1,Itga6,Lamb1::Itga6
5688,cancer_expanding,Mesothelial_non_expanding,0.00020552795738927436,Lamc2,Itgb8,Lamc2::Itgb8
5689,AT2_non_expanding,Endothelial_expanding,0.0002054922055740087,Col4a2,Itga1,Col4a2::Itga1
5690,Mac_non_expanding,cancer_expanding,0.00020544004603257067,Lamb3,Itga6,Lamb3::Itga6
5691,myCAF_non_expanding,Pericyte_non_expanding,0.0002052759887248217,Col4a1,Itga1,Col4a1::Itga1
5692,myCAF_expanding,cancer_non_expanding,0.00020502335192090098,Col1a2,Sdc4,Col1a2::Sdc4
5693,cancer_expanding,Mac_non_expanding,0.0002049701073229836,Col4a5,Itgav,Col4a5::Itgav
5694,Mesothelial_expanding,Endothelial_expanding,0.00020496776979171214,Ncam1,Fgfr1,Ncam1::Fgfr1
5695,Endothelial_non_expanding,cancer_non_expanding,0.00020495574465627218,Sema7a,Itgb1,Sema7a::Itgb1
5696,Endothelial_non_expanding,Mac_non_expanding,0.00020457063041422533,App,Tnfrsf21,App::Tnfrsf21
5697,AT2_non_expanding,Mac_non_expanding,0.00020447285758138175,Lama3,Itga9,Lama3::Itga9
5698,cancer_non_expanding,Club cell_non_expanding,0.0002043923376695735,Bmp4,Bmpr1b,Bmp4::Bmpr1b
5699,Mac_non_expanding,AT2_expanding,0.00020437456653003448,Col4a3,Sdc1,Col4a3::Sdc1
5700,Endothelial_non_expanding,cancer_expanding,0.00020424507026479635,Col4a1,Itgav,Col4a1::Itgav
5701,Mesothelial_non_expanding,cancer_expanding,0.00020417481485964772,Col4a6,Itga11,Col4a6::Itga11
5702,cancer_expanding,cancer_non_expanding,0.00020414927651870318,Aldh1a3,Rarg,Aldh1a3::Rarg
5703,MonoMac_non_expanding,Mac_expanding,0.0002041474944162866,Slc29a3,Adora1,Slc29a3::Adora1
5704,cancer_non_expanding,cancer_non_expanding,0.00020412191101590633,Lgals9,Cd44,Lgals9::Cd44
5705,Mesothelial_non_expanding,Mac_expanding,0.0002040703976569338,Pros1,Mertk,Pros1::Mertk
5706,AT2_non_expanding,Mesothelial_expanding,0.00020389578483608403,Col4a1,Itgb8,Col4a1::Itgb8
5707,cancer_expanding,myCAF_expanding,0.0002036046464487407,Lama5,Itga1,Lama5::Itga1
5708,Mac_non_expanding,Pecam1+ Mac_non_expanding,0.0002035520067527181,Pros1,Mertk,Pros1::Mertk
5709,iCAF_non_expanding,AT2_non_expanding,0.00020343961276141857,Lama4,Itgav,Lama4::Itgav
5710,Pecam1+ Mac_expanding,cancer_non_expanding,0.0002034242762712082,Vwf,Itgav,Vwf::Itgav
5711,cancer_non_expanding,Mac_expanding,0.00020338559352467452,Col4a5,Cd44,Col4a5::Cd44
5712,cancer_expanding,Mac_expanding,0.0002030815479067501,Flrt3,Adgrl2,Flrt3::Adgrl2
5713,Endothelial_expanding,myCAF_expanding,0.00020299038310077903,Pdgfb,Pdgfrb,Pdgfb::Pdgfrb
5714,AT2_expanding,cancer_non_expanding,0.00020296768805808747,Bmp4,Bmpr1a,Bmp4::Bmpr1a
5715,AT2_expanding,iCAF_expanding,0.00020283986387057445,Col4a4,Itga1,Col4a4::Itga1
5716,MonoMac_expanding,Alveolar Macrophage_expanding,0.00020271758188900352,Fn1,Itga4,Fn1::Itga4
5717,Mac_expanding,cancer_non_expanding,0.00020267620955192312,Nrg1,Erbb3,Nrg1::Erbb3
5718,AT2_non_expanding,AT2_non_expanding,0.00020266592693100202,Sema4d,Plxnb2,Sema4d::Plxnb2
5719,cancer_non_expanding,Mac_non_expanding,0.00020263802419498932,Col4a4,Cd44,Col4a4::Cd44
5720,cancer_non_expanding,cancer_non_expanding,0.0002025347087167204,Col4a4,Cd44,Col4a4::Cd44
5721,Pericyte_expanding,Endothelial_non_expanding,0.0002024636581306597,Sema6a,Plxna2,Sema6a::Plxna2
5722,AT2_non_expanding,Mac_non_expanding,0.00020246182270067635,Sema4d,Plxnb2,Sema4d::Plxnb2
5723,cancer_non_expanding,Mesothelial_non_expanding,0.00020243284000813459,Gls,Gria3,Gls::Gria3
5724,Pericyte_expanding,cancer_expanding,0.00020236579137500096,Lama1,Itga3,Lama1::Itga3
5725,Mac_expanding,Endothelial_expanding,0.00020228848697881829,Itgav,Adgra2,Itgav::Adgra2
5726,myCAF_non_expanding,myCAF_non_expanding,0.00020218477403332428,Lama2,Itgav,Lama2::Itgav
5727,Mesothelial_expanding,Mac_expanding,0.00020212001468253443,Gas6,Mertk,Gas6::Mertk
5728,Mac_expanding,cancer_non_expanding,0.00020191822769497354,Nt5e,Adora1,Nt5e::Adora1
5729,Mesothelial_non_expanding,cancer_expanding,0.00020184442895170804,Col6a3,Itgb1,Col6a3::Itgb1
5730,myCAF_expanding,iCAF_expanding,0.00020171066193210135,Col1a1,Itga1,Col1a1::Itga1
5731,Mac_expanding,myCAF_non_expanding,0.00020152889445011234,Sema3c,Nrp1,Sema3c::Nrp1
